supplier_id,supplier_name,supplier_country,industry,order_id,order_date,promised_delivery_date,actual_delivery_date,promised_lead_time_days,actual_lead_time_days,lead_time_variance_days,on_time_delivery,order_status,quantity_ordered,quantity_received,late_reason,quality_issue_flag
S021,Taylor-Collins,Sri Lanka,Clothing,O00359,2024-08-24,2024-09-11,2024-09-12,18,19.0,1.0,0,Completed,676,676,Strike,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00360,2023-11-11,2023-11-20,2023-11-25,9,14.0,5.0,0,Completed,167,167,Supplier delay,0
S020,Mills Ltd,Rwanda,Automotive,O00361,2025-08-26,2025-09-25,2025-09-22,30,27.0,-3.0,1,Completed,959,959,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00362,2025-05-10,2025-06-09,2025-06-17,30,38.0,8.0,0,Completed,570,570,Unknown,0
S028,Howe Group,Nauru,Pharmaceuticals,O00363,2025-02-15,2025-03-04,2025-03-05,17,18.0,1.0,0,Completed,800,800,Strike,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00364,2023-09-28,2023-10-09,2023-10-11,11,13.0,2.0,0,Completed,545,545,Weather,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00365,2023-10-17,2023-11-06,2023-11-04,20,18.0,-2.0,1,Partial,506,487,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00366,2023-09-19,2023-10-04,2023-10-05,15,16.0,1.0,0,Completed,839,839,Strike,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00367,2025-03-31,2025-04-27,2025-04-29,27,29.0,2.0,0,Completed,358,358,Unknown,1
S021,Taylor-Collins,Sri Lanka,Clothing,O00368,2023-10-02,2023-10-07,2023-10-04,5,2.0,-3.0,1,Partial,199,192,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00369,2024-05-28,2024-06-12,2024-06-06,15,9.0,-6.0,1,Completed,623,623,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00370,2025-03-08,2025-04-01,2025-04-03,24,26.0,2.0,0,Completed,933,933,Unknown,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00371,2025-06-17,2025-07-10,2025-07-09,23,22.0,-1.0,1,Partial,773,759,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00372,2024-10-31,2024-11-06,2024-11-01,6,1.0,-5.0,1,Completed,542,542,,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00373,2024-04-29,2024-05-07,2024-05-06,8,7.0,-1.0,1,Partial,587,573,,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00374,2025-04-11,2025-04-17,2025-04-12,6,1.0,-5.0,1,Completed,497,497,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00375,2023-12-01,2023-12-09,2023-12-11,8,10.0,2.0,0,Partial,348,341,Unknown,0
S020,Mills Ltd,Rwanda,Automotive,O00376,2023-12-17,2023-12-27,2023-12-31,10,14.0,4.0,0,Completed,994,994,Unknown,0
S027,Pace-Hernandez,British Indian Ocean Territory (Chagos Archipelago),Electronics,O00377,2024-07-29,2024-08-19,2024-08-18,21,20.0,-1.0,1,Completed,688,688,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00378,2023-11-18,2023-12-13,2023-12-09,25,21.0,-4.0,1,Partial,909,904,,1
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00379,2024-03-01,2024-03-31,2024-04-03,30,33.0,3.0,0,Completed,910,910,Strike,1
S006,"Drake, Davidson And Moreno",Greece,Food,O00380,2024-12-01,2024-12-07,,6,,,1,Cancelled,636,0,,1
S008,Rowe-Ward,Anguilla,Food,O00381,2025-02-02,2025-03-02,2025-03-07,28,33.0,5.0,0,Partial,962,945,Strike,1
S002,Mason Plc,United States Virgin Islands,Food,O00382,2024-06-13,2024-06-22,2024-06-26,9,13.0,4.0,0,Partial,369,359,Customs,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00383,2023-12-12,2024-01-06,2024-01-04,25,23.0,-2.0,1,Completed,395,395,,0
S031,Johnson Plc,Northern Mariana Islands,Automotive,O00384,2023-12-27,2024-01-06,2024-01-11,10,15.0,5.0,0,Completed,716,716,Unknown,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00385,2024-04-23,2024-05-22,2024-05-16,29,23.0,-6.0,1,Completed,474,474,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00386,2025-07-25,2025-08-04,2025-07-29,10,4.0,-6.0,1,Partial,499,481,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00387,2023-11-19,2023-12-08,2023-11-30,19,11.0,-8.0,1,Completed,827,827,,0
S041,Coleman-Duncan,Zimbabwe,Pharmaceuticals,O00388,2025-07-09,2025-07-24,2025-07-27,15,18.0,3.0,0,Partial,57,48,Strike,0
S025,Francis Group,Tokelau,Automotive,O00389,2024-06-15,2024-07-06,2024-07-06,21,21.0,0.0,1,Partial,133,130,,1
S011,Liu-Gomez,Guam,Clothing,O00390,2025-08-18,2025-08-27,2025-08-26,9,8.0,-1.0,1,Completed,901,901,,0
S040,Romero Ltd,Jamaica,Food,O00391,2024-11-17,2024-12-17,2024-12-18,30,31.0,1.0,0,Partial,698,682,Weather,0
S050,Wright-Stewart,Azerbaijan,Automotive,O00392,2025-03-21,2025-04-07,2025-04-10,17,20.0,3.0,0,Completed,962,962,Weather,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00393,2023-10-09,2023-10-26,2023-10-29,17,20.0,3.0,0,Completed,382,382,Unknown,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00394,2024-10-26,2024-11-01,2024-11-09,6,14.0,8.0,0,Completed,683,683,Unknown,1
S050,Wright-Stewart,Azerbaijan,Automotive,O00395,2025-09-03,2025-09-12,2025-09-04,9,1.0,-8.0,1,Partial,773,768,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00396,2023-09-28,2023-10-08,2023-10-09,10,11.0,1.0,0,Completed,757,757,Strike,0
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00397,2023-10-13,2023-10-29,2023-11-02,16,20.0,4.0,0,Partial,617,615,Supplier delay,0
S012,Turner Ltd,Venezuela,Automotive,O00398,2024-11-23,2024-12-13,2024-12-13,20,20.0,0.0,1,Completed,233,233,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00399,2025-04-19,2025-05-12,,23,,,1,Cancelled,815,0,,0
S008,Rowe-Ward,Anguilla,Food,O00400,2024-08-08,2024-08-26,,18,,,1,Cancelled,867,0,,0
S028,Howe Group,Nauru,Pharmaceuticals,O00401,2025-05-23,2025-06-10,2025-06-26,18,34.0,16.0,0,Completed,356,356,Supplier delay,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00402,2024-08-25,2024-09-24,2024-09-22,30,28.0,-2.0,1,Completed,718,718,,0
S013,Rodriguez Plc,Niue,Electronics,O00403,2024-04-17,2024-05-13,2024-05-15,26,28.0,2.0,0,Completed,609,609,Strike,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00404,2024-05-14,2024-06-09,2024-06-11,26,28.0,2.0,0,Completed,262,262,Customs,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00405,2023-12-18,2024-01-02,2023-12-20,15,2.0,-13.0,1,Completed,94,94,,0
S008,Rowe-Ward,Anguilla,Food,O00406,2024-12-02,2024-12-10,2024-12-05,8,3.0,-5.0,1,Completed,446,446,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00407,2025-07-07,2025-07-15,2025-07-15,8,8.0,0.0,1,Partial,556,536,,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00408,2024-08-16,2024-08-29,2024-08-23,13,7.0,-6.0,1,Completed,289,289,,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00409,2024-12-25,2024-12-30,2025-01-03,5,9.0,4.0,0,Completed,548,548,Unknown,0
S020,Mills Ltd,Rwanda,Automotive,O00410,2025-07-12,2025-07-23,2025-07-21,11,9.0,-2.0,1,Partial,551,533,,1
S029,Archer Ltd,Liberia,Pharmaceuticals,O00411,2025-01-29,2025-02-22,2025-02-27,24,29.0,5.0,0,Completed,382,382,Customs,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00412,2023-10-27,2023-11-05,2023-11-05,9,9.0,0.0,1,Completed,428,428,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00413,2023-12-26,2024-01-09,2024-01-18,14,23.0,9.0,0,Partial,86,73,Customs,0
S012,Turner Ltd,Venezuela,Automotive,O00414,2025-04-27,2025-05-12,2025-05-13,15,16.0,1.0,0,Completed,937,937,Strike,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00415,2024-09-19,2024-10-18,2024-10-26,29,37.0,8.0,0,Completed,358,358,Weather,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00416,2024-12-01,2024-12-12,2024-12-06,11,5.0,-6.0,1,Completed,203,203,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00417,2025-05-08,2025-05-25,2025-05-31,17,23.0,6.0,0,Completed,879,879,Strike,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00418,2025-01-04,2025-01-29,2025-01-23,25,19.0,-6.0,1,Completed,332,332,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00419,2023-12-28,2024-01-06,2024-01-02,9,5.0,-4.0,1,Completed,873,873,,0
S002,Mason Plc,United States Virgin Islands,Food,O00420,2025-07-06,2025-07-24,2025-07-28,18,22.0,4.0,0,Partial,432,428,Weather,1
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00421,2024-06-08,2024-06-28,2024-07-02,20,24.0,4.0,0,Completed,317,317,Unknown,0
S042,Casey Plc,Colombia,Clothing,O00422,2025-02-07,2025-03-03,2025-02-25,24,18.0,-6.0,1,Partial,498,488,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00423,2023-10-18,2023-10-23,2023-10-24,5,6.0,1.0,0,Partial,417,402,Supplier delay,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00424,2025-01-06,2025-01-23,2025-01-24,17,18.0,1.0,0,Completed,209,209,Customs,1
S007,"Morris, Day And Miller",Dominica,Automotive,O00425,2025-04-08,2025-05-04,2025-05-01,26,23.0,-3.0,1,Completed,857,857,,0
S048,Hodge Plc,Norfolk Island,Food,O00426,2023-12-27,2024-01-25,2024-01-25,29,29.0,0.0,1,Partial,961,952,,0
S008,Rowe-Ward,Anguilla,Food,O00427,2025-07-06,2025-07-27,,21,,,1,Cancelled,487,0,,0
S048,Hodge Plc,Norfolk Island,Food,O00428,2025-05-31,2025-06-05,2025-06-05,5,5.0,0.0,1,Completed,881,881,,0
S040,Romero Ltd,Jamaica,Food,O00429,2025-08-09,2025-08-25,2025-08-29,16,20.0,4.0,0,Completed,248,248,Strike,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00430,2024-10-21,2024-11-16,2024-11-16,26,26.0,0.0,1,Completed,408,408,,1
S043,"Garza, Martin And Thomas",Greece,Food,O00431,2024-10-25,2024-11-06,2024-11-07,12,13.0,1.0,0,Completed,722,722,Customs,0
S026,Reid Llc,South Africa,Automotive,O00432,2023-11-25,2023-12-25,2023-12-17,30,22.0,-8.0,1,Completed,376,376,,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00433,2024-11-14,2024-12-08,2024-11-29,24,15.0,-9.0,1,Completed,281,281,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00434,2024-07-23,2024-08-16,2024-08-20,24,28.0,4.0,0,Completed,95,95,Supplier delay,1
S042,Casey Plc,Colombia,Clothing,O00435,2024-04-10,2024-05-07,2024-05-12,27,32.0,5.0,0,Completed,909,909,Supplier delay,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00436,2024-10-22,2024-11-15,2024-11-10,24,19.0,-5.0,1,Completed,948,948,,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00437,2024-06-21,2024-06-30,2024-06-22,9,1.0,-8.0,1,Completed,838,838,,1
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00438,2024-01-02,2024-01-30,2024-01-29,28,27.0,-1.0,1,Completed,696,696,,0
S025,Francis Group,Tokelau,Automotive,O00439,2025-07-03,2025-07-20,2025-07-18,17,15.0,-2.0,1,Completed,52,52,,0
S035,Meadows-Carr,Vanuatu,Food,O00440,2023-10-10,2023-11-01,2023-11-04,22,25.0,3.0,0,Partial,535,515,Supplier delay,0
S044,Francis Ltd,Colombia,Clothing,O00441,2025-02-09,2025-03-08,2025-03-13,27,32.0,5.0,0,Completed,478,478,Weather,1
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00442,2025-07-16,2025-08-15,2025-08-11,30,26.0,-4.0,1,Completed,447,447,,1
S001,Jenkins Inc,Mongolia,Clothing,O00443,2024-10-16,2024-11-01,2024-11-02,16,17.0,1.0,0,Completed,353,353,Customs,0
S038,Castaneda Group,Kyrgyz Republic,Food,O00444,2025-03-04,2025-04-02,2025-03-30,29,26.0,-3.0,1,Partial,255,254,,1
S036,"Perez, Watson And Jones",Angola,Electronics,O00445,2024-11-27,2024-12-23,,26,,,1,Cancelled,61,0,,1
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00446,2023-11-11,2023-12-01,2023-11-29,20,18.0,-2.0,1,Completed,188,188,,1
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00447,2024-09-13,2024-09-28,2024-09-27,15,14.0,-1.0,1,Completed,458,458,,0
S013,Rodriguez Plc,Niue,Electronics,O00448,2025-07-30,2025-08-26,,27,,,1,Cancelled,578,0,,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00449,2025-05-03,2025-06-01,2025-05-29,29,26.0,-3.0,1,Completed,668,668,,0
S011,Liu-Gomez,Guam,Clothing,O00450,2024-09-27,2024-10-27,2024-10-25,30,28.0,-2.0,1,Completed,705,705,,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00451,2024-09-12,2024-09-26,2024-10-04,14,22.0,8.0,0,Completed,180,180,Supplier delay,0
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00452,2024-08-14,2024-09-06,2024-09-08,23,25.0,2.0,0,Completed,65,65,Strike,0
S046,"Roberts, Jones And Kim",Estonia,Automotive,O00453,2025-04-03,2025-04-11,2025-04-20,8,17.0,9.0,0,Partial,351,331,Unknown,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00454,2024-07-04,2024-07-31,2024-08-04,27,31.0,4.0,0,Completed,978,978,Strike,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00455,2024-05-09,2024-05-19,2024-05-20,10,11.0,1.0,0,Completed,145,145,Weather,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00456,2024-04-27,2024-05-05,2024-05-17,8,20.0,12.0,0,Completed,57,57,Strike,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00457,2023-12-20,2024-01-09,2024-01-04,20,15.0,-5.0,1,Completed,168,168,,0
S010,"Rodriguez, Sparks And Jackson",Brunei Darussalam,Automotive,O00458,2024-10-25,2024-11-04,2024-10-27,10,2.0,-8.0,1,Partial,923,922,,1
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00459,2025-08-03,2025-08-21,2025-08-17,18,14.0,-4.0,1,Partial,741,738,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00460,2025-02-12,2025-02-24,2025-02-23,12,11.0,-1.0,1,Completed,539,539,,1
S036,"Perez, Watson And Jones",Angola,Electronics,O00461,2024-01-04,2024-01-12,2024-01-14,8,10.0,2.0,0,Partial,940,937,Strike,0
S035,Meadows-Carr,Vanuatu,Food,O00462,2023-09-12,2023-10-09,2023-10-08,27,26.0,-1.0,1,Completed,320,320,,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00463,2025-04-28,2025-05-27,2025-05-31,29,33.0,4.0,0,Partial,504,499,Unknown,1
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00464,2024-05-09,2024-05-24,2024-05-23,15,14.0,-1.0,1,Partial,221,213,,1
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00465,2025-03-02,2025-03-19,2025-03-14,17,12.0,-5.0,1,Partial,312,311,,0
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00466,2024-03-24,2024-04-19,2024-04-14,26,21.0,-5.0,1,Completed,425,425,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00467,2025-04-14,2025-05-03,2025-05-08,19,24.0,5.0,0,Completed,108,108,Supplier delay,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00468,2025-02-24,2025-03-20,2025-03-14,24,18.0,-6.0,1,Completed,205,205,,0
S040,Romero Ltd,Jamaica,Food,O00469,2024-04-06,2024-05-06,2024-04-30,30,24.0,-6.0,1,Completed,985,985,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00470,2024-07-25,2024-08-01,2024-07-27,7,2.0,-5.0,1,Completed,700,700,,1
S038,Castaneda Group,Kyrgyz Republic,Food,O00471,2024-11-01,2024-11-12,2024-11-11,11,10.0,-1.0,1,Completed,412,412,,1
S043,"Garza, Martin And Thomas",Greece,Food,O00472,2024-09-23,2024-09-28,2024-10-02,5,9.0,4.0,0,Completed,738,738,Supplier delay,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00473,2025-07-02,2025-07-23,2025-07-22,21,20.0,-1.0,1,Completed,989,989,,0
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00474,2024-03-16,2024-03-24,2024-03-24,8,8.0,0.0,1,Completed,775,775,,1
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00475,2024-11-25,2024-12-19,2024-12-22,24,27.0,3.0,0,Completed,897,897,Supplier delay,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00476,2025-03-14,2025-03-31,2025-03-29,17,15.0,-2.0,1,Completed,465,465,,0
S035,Meadows-Carr,Vanuatu,Food,O00477,2023-11-21,2023-12-20,2023-12-27,29,36.0,7.0,0,Completed,740,740,Customs,0
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00478,2023-12-15,2023-12-21,2023-12-18,6,3.0,-3.0,1,Completed,967,967,,1
S012,Turner Ltd,Venezuela,Automotive,O00479,2024-03-28,2024-04-10,2024-04-05,13,8.0,-5.0,1,Completed,731,731,,0
S020,Mills Ltd,Rwanda,Automotive,O00480,2025-01-04,2025-01-16,2025-01-14,12,10.0,-2.0,1,Partial,477,475,,0
S022,"Mcgee, Poole And Griffith",Montserrat,Clothing,O00481,2024-08-01,2024-08-20,2024-08-21,19,20.0,1.0,0,Partial,711,691,Weather,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00482,2024-01-20,2024-02-02,2024-01-27,13,7.0,-6.0,1,Partial,651,632,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00483,2024-04-16,2024-05-05,2024-05-05,19,19.0,0.0,1,Completed,588,588,,1
S037,"Young, Rivera And Cowan",Heard Island and McDonald Islands,Food,O00484,2025-06-27,2025-07-09,2025-07-05,12,8.0,-4.0,1,Completed,877,877,,1
S006,"Drake, Davidson And Moreno",Greece,Food,O00485,2024-11-06,2024-11-23,,17,,,1,Cancelled,425,0,,0
S045,"Hughes, Doyle And Mclaughlin",Estonia,Automotive,O00486,2023-10-24,2023-11-01,,8,,,1,Cancelled,569,0,,0
S002,Mason Plc,United States Virgin Islands,Food,O00487,2024-12-23,2025-01-17,2025-01-25,25,33.0,8.0,0,Completed,439,439,Strike,0
S019,Phillips-Owens,Bosnia and Herzegovina,Clothing,O00488,2024-08-11,2024-09-02,2024-09-07,22,27.0,5.0,0,Partial,116,112,Customs,1
S023,"Maldonado, Smith And Ashley",Estonia,Food,O00489,2023-09-06,2023-09-17,2023-09-20,11,14.0,3.0,0,Partial,232,219,Customs,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00490,2024-12-19,2025-01-17,2025-01-17,29,29.0,0.0,1,Completed,809,809,,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00491,2025-07-03,2025-07-12,2025-07-22,9,19.0,10.0,0,Partial,674,661,Unknown,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00492,2024-01-13,2024-02-09,2024-02-03,27,21.0,-6.0,1,Completed,988,988,,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00493,2023-10-08,2023-11-02,2023-10-30,25,22.0,-3.0,1,Completed,464,464,,1
S013,Rodriguez Plc,Niue,Electronics,O00494,2024-01-30,2024-02-05,2024-02-11,6,12.0,6.0,0,Completed,875,875,Strike,0
S006,"Drake, Davidson And Moreno",Greece,Food,O00495,2025-05-05,2025-05-20,2025-05-21,15,16.0,1.0,0,Completed,106,106,Weather,0
S047,"Riley, Dixon And Williams",Kenya,Pharmaceuticals,O00496,2025-03-19,2025-03-28,2025-04-07,9,19.0,10.0,0,Completed,590,590,Unknown,1
S007,"Morris, Day And Miller",Dominica,Automotive,O00497,2024-04-22,2024-05-09,2024-05-07,17,15.0,-2.0,1,Partial,406,393,,0
S021,Taylor-Collins,Sri Lanka,Clothing,O00498,2024-08-12,2024-09-06,2024-09-02,25,21.0,-4.0,1,Partial,620,615,,1
S001,Jenkins Inc,Mongolia,Clothing,O00499,2025-03-24,2025-04-23,2025-04-23,30,30.0,0.0,1,Completed,401,401,,0
S024,Simmons Plc,Isle of Man,Automotive,O00500,2024-02-22,2024-03-19,,26,,,1,Cancelled,697,0,,0
S034,Cruz And Sons,Portugal,Pharmaceuticals,O00501,2023-09-26,2023-10-06,2023-10-06,10,10.0,0.0,1,Completed,552,552,,0
S020,Mills Ltd,Rwanda,Automotive,O00502,2024-04-04,2024-05-03,2024-05-04,29,30.0,1.0,0,Completed,402,402,Supplier delay,0
S049,"Pennington, Perry And Bailey",British Virgin Islands,Automotive,O00503,2024-04-22,2024-05-03,2024-05-04,11,12.0,1.0,0,Completed,58,58,Weather,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00504,2025-04-16,2025-05-13,2025-04-30,27,14.0,-13.0,1,Completed,488,488,,0
S044,Francis Ltd,Colombia,Clothing,O00505,2024-09-29,2024-10-12,2024-10-10,13,11.0,-2.0,1,Completed,497,497,,1
S035,Meadows-Carr,Vanuatu,Food,O00506,2024-11-06,2024-11-11,2024-11-07,5,1.0,-4.0,1,Completed,820,820,,0
S002,Mason Plc,United States Virgin Islands,Food,O00507,2024-05-10,2024-05-29,2024-05-29,19,19.0,0.0,1,Completed,180,180,,0
S024,Simmons Plc,Isle of Man,Automotive,O00508,2025-09-02,2025-09-28,2025-10-05,26,33.0,7.0,0,Partial,418,403,Weather,1
S018,"Bird, Ray And Walsh",Seychelles,Clothing,O00509,2024-05-24,2024-06-02,2024-05-25,9,1.0,-8.0,1,Completed,935,935,,0
S012,Turner Ltd,Venezuela,Automotive,O00510,2024-07-18,2024-08-05,2024-08-03,18,16.0,-2.0,1,Completed,983,983,,0
S039,Newton-Smith,Sierra Leone,Electronics,O00511,2025-07-28,2025-08-10,2025-08-07,13,10.0,-3.0,1,Completed,619,619,,0
S035,Meadows-Carr,Vanuatu,Food,O00512,2024-08-06,2024-09-04,2024-09-01,29,26.0,-3.0,1,Completed,930,930,,0
S029,Archer Ltd,Liberia,Pharmaceuticals,O00513,2024-10-06,2024-10-19,2024-10-22,13,16.0,3.0,0,Completed,514,514,Supplier delay,0
S016,"Mcdonald, Nunez And Sullivan",Saint Helena,Automotive,O00514,2025-02-18,2025-03-02,2025-03-05,12,15.0,3.0,0,Partial,531,518,Weather,1
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00515,2024-08-10,2024-08-25,2024-09-03,15,24.0,9.0,0,Partial,801,797,Weather,0
S033,Romero-Phillips,Mauritania,Automotive,O00516,2024-11-18,2024-12-18,2024-12-22,30,34.0,4.0,0,Completed,772,772,Customs,0
S048,Hodge Plc,Norfolk Island,Food,O00517,2024-11-17,2024-12-06,2024-12-06,19,19.0,0.0,1,Completed,63,63,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00518,2024-04-20,2024-05-06,2024-05-11,16,21.0,5.0,0,Partial,641,633,Strike,0
S005,Smith-Mcgee,Albania,Pharmaceuticals,O00519,2025-04-10,2025-05-01,2025-04-27,21,17.0,-4.0,1,Completed,926,926,,0
S004,"Clark, Douglas And Jordan",Isle of Man,Food,O00520,2025-03-09,2025-03-21,2025-03-22,12,13.0,1.0,0,Completed,572,572,Supplier delay,1
S033,Romero-Phillips,Mauritania,Automotive,O00521,2025-04-05,2025-04-28,2025-04-27,23,22.0,-1.0,1,Completed,520,520,,0
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00522,2025-08-14,2025-08-23,2025-08-28,9,14.0,5.0,0,Partial,661,659,Supplier delay,0
S025,Francis Group,Tokelau,Automotive,O00523,2024-07-23,2024-08-05,2024-08-06,13,14.0,1.0,0,Completed,718,718,Unknown,1
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00524,2025-01-20,2025-01-30,2025-01-30,10,10.0,0.0,1,Completed,962,962,,0
S026,Reid Llc,South Africa,Automotive,O00525,2024-11-20,2024-12-14,2024-12-21,24,31.0,7.0,0,Completed,441,441,Weather,0
S008,Rowe-Ward,Anguilla,Food,O00526,2024-08-04,2024-08-26,2024-08-24,22,20.0,-2.0,1,Partial,478,467,,1
S029,Archer Ltd,Liberia,Pharmaceuticals,O00527,2025-02-28,2025-03-26,2025-03-21,26,21.0,-5.0,1,Completed,799,799,,1
S015,"Andersen, Thompson And Cook",British Indian Ocean Territory (Chagos Archipelago),Clothing,O00528,2024-03-14,2024-04-02,2024-04-02,19,19.0,0.0,1,Partial,520,500,,1
S014,Anthony Inc,Saint Kitts and Nevis,Food,O00529,2025-04-26,2025-05-12,2025-05-18,16,22.0,6.0,0,Completed,294,294,Unknown,1
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00530,2024-02-05,2024-03-05,2024-02-27,29,22.0,-7.0,1,Completed,952,952,,0
S042,Casey Plc,Colombia,Clothing,O00531,2023-10-13,2023-11-05,2023-11-03,23,21.0,-2.0,1,Completed,73,73,,1
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00532,2024-03-26,2024-04-09,2024-04-07,14,12.0,-2.0,1,Completed,488,488,,0
S007,"Morris, Day And Miller",Dominica,Automotive,O00533,2025-01-30,2025-02-12,2025-02-06,13,7.0,-6.0,1,Completed,465,465,,0
S026,Reid Llc,South Africa,Automotive,O00534,2025-07-21,2025-08-14,2025-08-12,24,22.0,-2.0,1,Completed,313,313,,0
S017,"Davis, Crawford And Conrad",Saint Lucia,Clothing,O00535,2024-05-03,2024-05-19,2024-05-15,16,12.0,-4.0,1,Completed,683,683,,1
S020,Mills Ltd,Rwanda,Automotive,O00536,2024-04-15,2024-05-11,2024-05-16,26,31.0,5.0,0,Completed,632,632,Weather,1
S032,"Perez, Mays And Miller",Bosnia and Herzegovina,Automotive,O00537,2024-10-07,2024-11-06,2024-10-27,30,20.0,-10.0,1,Partial,579,576,,0
S009,Martinez Plc,Zambia,Automotive,O00538,2025-03-08,2025-03-23,2025-03-25,15,17.0,2.0,0,Partial,993,976,Weather,0
S003,Bean-Christian,Montenegro,Pharmaceuticals,O00539,2024-04-06,2024-04-30,2024-04-26,24,20.0,-4.0,1,Completed,400,400,,0
